DateTime,Entries,UniqueIPs
1547787365,4820,4820
1547787849,4823,4823
1547788334,4820,4820
1547788817,4822,4822
1547789287,4821,4821
1547790006,4824,4824
1547790488,4817,4817
1547790965,4820,4820
1547791446,4819,4819
1547791927,4814,4814
1547792405,4815,4815
1547793130,4819,4819
1547793606,4818,4818
1547794326,4815,4815
1547794823,4820,4820
1547795525,4814,4814
1547796007,4815,4815
1547796485,4815,4815
1547796964,4815,4815
1547797449,4814,4814
1547797925,4817,4817
1547798409,4816,4816
1547799128,4818,4818
1547799613,4822,4822
1547800085,4822,4822
1547800566,4823,4823
1547801045,4824,4824
1547811126,4823,4823
1547811606,4824,4824
1547860086,4819,4819
1547860565,4819,4819
1547861047,4822,4822
1547861532,4818,4818
1547862007,4821,4821
1547862728,4817,4817
1547863214,4821,4821
1547863685,4823,4823
1547864168,4818,4818
1547864648,4817,4817
1547865129,4816,4816
1547865604,4818,4818
1547866089,4819,4819
1547866812,4816,4816
1547867530,4815,4815
1547868012,4819,4819
1547868487,4818,4818
1547868966,4818,4818
1547869446,4818,4818
1547869924,4818,4818
1547870413,4816,4816
1547871135,4817,4817
1547871608,4814,4814
1547872085,4814,4814
1547872569,4815,4815
1547873046,4814,4814
1547873528,4817,4817
1547874016,4818,4818
1547874726,4816,4816
1547875208,4815,4815
1547875931,4818,4818
1547876408,4817,4817
1547876886,4818,4818
1547877365,4818,4818
1547877847,4822,4822
1547878325,4820,4820
1547878810,4822,4822
1547879284,4819,4819
1547879764,4820,4820
1547880244,4818,4818
1547880729,4818,4818
1547881244,4820,4820
1547881685,4819,4819
1547882168,4821,4821
1547882649,4818,4818
1547883130,4823,4823
1547883604,4820,4820
1547884085,4818,4818
1547884828,4820,4820
1547885531,4821,4821
1547886004,4824,4824
1547886484,4832,4832
1547886963,4830,4830
1547887447,4830,4830
1547887924,4831,4831
1547934005,4830,4830
1547934728,4831,4831
1547946485,4824,4824
1547946964,4827,4827
1547947446,4823,4823
1547947928,4826,4826
1547948405,4821,4821
1547949126,4821,4821
1547949623,4827,4827
1547950085,4823,4823
1547950807,4822,4822
1547951284,4823,4823
1547951765,4828,4828
1547952249,4831,4831
1547952727,4827,4827
1547953213,4825,4825
1547953926,4829,4829
1547954404,4832,4832
1547954888,4826,4826
1547955366,4823,4823
1547955846,4825,4825
1547956324,4826,4826
1547956884,4825,4825
1547957285,4829,4829
1547957764,4826,4826
1547958245,4826,4826
1547958726,4823,4823
1547959204,4826,4826
1547959929,4829,4829
1547960425,4824,4824
1547960887,4824,4824
1547961369,4823,4823
1547961845,4820,4820
1547962329,4819,4819
1547962804,4821,4821
1547963287,4824,4824
1547963765,4820,4820
1547964247,4819,4819
1547964727,4822,4822
1547965208,4820,4820
1547965686,4822,4822
1547966165,4828,4828
1547966645,4823,4823
1547967126,4827,4827
1547967618,4824,4824
1547968329,4823,4823
1547968803,4821,4821
1547969287,4823,4823
1547970006,4820,4820
1547970488,4827,4827
1547971241,4823,4823
1547971926,4824,4824
1547972407,4827,4827
1547972885,4831,4831
1547996646,4830,4830
1547997130,4831,4831
1548033373,4826,4826
1548033845,4823,4823
1548034327,4821,4821
1548034805,4820,4820
1548035289,4824,4824
1548035766,4821,4821
1548036246,4822,4822
1548036730,4819,4819
1548037206,4820,4820
1548037686,4822,4822
1548038165,4827,4827
1548038647,4820,4820
1548039126,4824,4824
1548039625,4827,4827
1548040328,4823,4823
1548040804,4821,4821
1548041288,4820,4820
1548041764,4820,4820
1548042244,4823,4823
1548042725,4823,4823
1548043280,4822,4822
1548043690,4825,4825
1548044167,4822,4822
1548044645,4823,4823
1548045368,4821,4821
1548045845,4823,4823
1548046326,4821,4821
1548046818,4822,4822
1548047528,4823,4823
1548048008,4822,4822
1548048485,4819,4819
1548048965,4820,4820
1548049447,4821,4821
1548049924,4822,4822
1548050418,4826,4826
1548051125,4827,4827
1548051605,4827,4827
1548052090,4824,4824
1548052564,4823,4823
1548053044,4823,4823
1548053527,4827,4827
1548054024,4824,4824
1548054730,4824,4824
1548055206,4822,4822
1548055690,4827,4827
1548056166,4826,4826
1548056649,4824,4824
1548057128,4825,4825
1548057622,4829,4829
1548058089,4828,4828
1548058565,4827,4827
1548059045,4830,4830
1548059528,4829,4829
1548060005,4830,4830
1548062886,4830,4830
1548063606,4830,4830
1548119049,4823,4823
1548119526,4822,4822
1548120245,4831,4831
1548120728,4825,4825
1548121204,4825,4825
1548121687,4822,4822
1548122418,4823,4823
1548122885,4823,4823
1548123369,4826,4826
1548123846,4827,4827
1548124327,4825,4825
1548124805,4823,4823
1548125531,4829,4829
1548126016,4830,4830
1548126727,4825,4825
1548127204,4824,4824
1548127690,4821,4821
1548128168,4826,4826
1548128646,4821,4821
1548129125,4825,4825
1548129620,4824,4824
1548130086,4821,4821
1548130565,4823,4823
1548131045,4820,4820
1548131528,4821,4821
1548132007,4821,4821
1548132485,4819,4819
1548132965,4819,4819
1548133447,4816,4816
1548133928,4818,4818
1548134406,4820,4820
1548134884,4815,4815
1548135365,4816,4816
1548135845,4822,4822
1548136329,4820,4820
1548136817,4818,4818
1548137288,4819,4819
1548137768,4820,4820
1548138245,4817,4817
1548138728,4817,4817
1548139206,4819,4819
1548139685,4818,4818
1548140166,4819,4819
1548140651,4819,4819
1548141128,4823,4823
1548141605,4824,4824
1548142088,4826,4826
1548142565,4825,4825
1548143045,4825,4825
1548143525,4822,4822
1548144024,4819,4819
1548144486,4822,4822
1548145211,4825,4825
1548145687,4823,4823
1548146405,4825,4825
1548197529,4824,4824
1548198020,4825,4825
1548205450,4816,4816
1548205930,4820,4820
1548206412,4819,4819
1548206888,4818,4818
1548207365,4815,4815
1548207849,4816,4816
1548208325,4814,4814
1548208818,4816,4816
1548209285,4816,4816
1548209770,4816,4816
1548210247,4819,4819
1548210731,4816,4816
1548211204,4812,4812
1548211685,4816,4816
1548212167,4818,4818
1548212646,4819,4819
1548213125,4820,4820
1548213606,4818,4818
1548214328,4819,4819
1548214805,4818,4818
1548215288,4819,4819
1548215766,4815,4815
1548216248,4814,4814
1548216730,4817,4817
1548217209,4818,4818
1548217927,4821,4821
1548218404,4816,4816
1548219128,4817,4817
1548219619,4812,4812
1548220328,4813,4813
1548220804,4813,4813
1548221527,4814,4814
1548222005,4812,4812
1548222491,4813,4813
1548222966,4818,4818
1548223451,4820,4820
1548223926,4816,4816
1548224406,4811,4811
1548225130,4819,4819
1548225611,4816,4816
1548226085,4816,4816
1548226567,4818,4818
1548227047,4817,4817
1548227529,4817,4817
1548228011,4818,4818
1548228486,4820,4820
1548228971,4819,4819
1548229446,4815,4815
1548229924,4821,4821
1548230429,4827,4827
1548230887,4828,4828
1548231371,4827,4827
1548231845,4825,4825
1548232329,4833,4833
1548291845,4826,4826
1548292326,4828,4828
1548292805,4827,4827
1548293527,4824,4824
1548294251,4822,4822
1548294725,4823,4823
1548295213,4817,4817
1548295928,4813,4813
1548296411,4818,4818
1548297126,4820,4820
1548297605,4814,4814
1548298330,4818,4818
1548298821,4819,4819
1548299288,4818,4818
1548299771,4816,4816
1548300244,4819,4819
1548300725,4822,4822
1548301204,4822,4822
1548301686,4819,4819
1548302166,4818,4818
1548302650,4818,4818
1548303127,4822,4822
1548303608,4819,4819
1548304331,4820,4820
1548304806,4815,4815
1548305285,4817,4817
1548305770,4816,4816
1548306248,4816,4816
1548306726,4816,4816
1548307449,4816,4816
1548307927,4818,4818
1548308406,4820,4820
1548308888,4816,4816
1548309366,4817,4817
1548309846,4816,4816
1548310331,4819,4819
1548310809,4816,4816
1548311285,4817,4817
1548311765,4815,4815
1548312246,4814,4814
1548312725,4813,4813
1548313215,4816,4816
1548313693,4818,4818
1548314170,4818,4818
1548314645,4822,4822
1548315127,4816,4816
1548315606,4819,4819
1548316090,4822,4822
1548316568,4814,4814
1548317046,4815,4815
1548317527,4820,4820
1548318250,4822,4822
1548318728,4823,4823
1548378729,4817,4817
1548379204,4820,4820
1548379687,4815,4815
1548380167,4817,4817
1548380645,4817,4817
1548381128,4819,4819
1548381620,4823,4823
1548382087,4822,4822
1548382570,4823,4823
1548383044,4823,4823
1548383528,4821,4821
1548384004,4822,4822
1548384729,4824,4824
1548385215,4822,4822
1548385927,4828,4828
1548386405,4823,4823
1548387132,4823,4823
1548387844,4823,4823
1548388326,4819,4819
1548388815,4819,4819
1548389287,4823,4823
1548389769,4819,4819
1548390244,4813,4813
1548390728,4814,4814
1548391205,4816,4816
1548391688,4817,4817
1548392165,4819,4819
1548392646,4820,4820
1548393126,4817,4817
1548393604,4818,4818
1548394085,4817,4817
1548394565,4817,4817
1548395046,4813,4813
1548395525,4816,4816
1548396018,4813,4813
1548396487,4820,4820
1548396966,4815,4815
1548397446,4816,4816
1548397925,4813,4813
1548398408,4815,4815
1548398890,4812,4812
1548399364,4816,4816
1548399847,4815,4815
1548400326,4815,4815
1548400811,4813,4813
1548401526,4812,4812
1548402005,4814,4814
1548402488,4814,4814
1548402964,4813,4813
1548403687,4813,4813
1548404170,4819,4819
1548404646,4818,4818
1548405127,4819,4819
1548405604,4820,4820
1548464647,4815,4815
1548465126,4815,4815
1548465611,4816,4816
1548466328,4812,4812
1548466804,4812,4812
1548467285,4814,4814
1548467764,4808,4808
1548468246,4811,4811
1548468726,4812,4812
1548469208,4808,4808
1548469929,4812,4812
1548470405,4811,4811
1548470887,4808,4808
1548471365,4810,4810
1548472086,4808,4808
1548472570,4806,4806
1548473045,4810,4810
1548473525,4809,4809
1548474007,4807,4807
1548474728,4808,4808
1548475221,4806,4806
1548475926,4807,4807
1548476404,4807,4807
1548476885,4803,4803
1548477364,4801,4801
1548477844,4806,4806
1548478324,4805,4805
1548478807,4807,4807
1548479529,4802,4802
1548480012,4802,4802
1548480485,4802,4802
1548480964,4802,4802
1548481445,4802,4802
1548481928,4806,4806
1548482422,4801,4801
1548482885,4805,4805
1548483368,4803,4803
1548483848,4802,4802
1548484326,4805,4805
1548484804,4803,4803
1548485285,4801,4801
1548485766,4807,4807
1548486250,4807,4807
1548486724,4804,4804
1548487208,4804,4804
1548487685,4802,4802
1548488164,4804,4804
1548488647,4805,4805
1548489616,4806,4806
1548551046,4798,4798
1548551526,4800,4800
1548552005,4801,4801
1548552729,4794,4794
1548553447,4801,4801
1548553924,4800,4800
1548554415,4800,4800
1548554887,4799,4799
1548555365,4805,4805
1548555848,4807,4807
1548556327,4807,4807
1548556806,4801,4801
1548557288,4808,4808
1548557765,4805,4805
1548558488,4805,4805
1548558970,4806,4806
1548559446,4799,4799
1548559929,4802,4802
1548560404,4802,4802
1548560886,4805,4805
1548561364,4803,4803
1548561846,4802,4802
1548562328,4805,4805
1548562808,4804,4804
1548563528,4802,4802
1548564005,4807,4807
1548564730,4804,4804
1548565217,4804,4804
1548565926,4805,4805
1548566413,4804,4804
1548567128,4805,4805
1548567604,4803,4803
1548568086,4806,4806
1548568567,4808,4808
1548569289,4809,4809
1548569768,4806,4806
1548570245,4806,4806
